name,iata,icao,country,lat,lon
Fairbanks Ladd Army Airfield,FBK,PAFB,United States,64.837685,-147.607773
Fairbury Municipal Airport,FBY,KFBY,United States,40.182392,-97.169273
Fairfield Municipal Airport,FFL,KFFL,United States,41.054852,-91.980057
Fairfield Travis Air Force Base,SUU,KSUU,United States,38.262661,-121.927002
Fairford Airport,FFD,EGVA,United Kingdom,51.683544,-1.790277
Fairhope H. L. Sonny Callahan Airport,QTQ,KCQF,United States,30.460573,-87.876991
Fairmont Hot Springs Airport,YCZ,CYCZ,Canada,50.330738,-115.873611
Fairmont Municipal Airport,FRM,KFRM,United States,43.643902,-94.415604
Faisalabad International Airport,LYP,OPFA,Pakistan,31.365009,72.994843
Fakahina Airport,FHZ,NTKH,French Polynesia,-15.991952,-140.164856
Fakarava Airport,FAV,NTGF,French Polynesia,-16.0541,-145.656006
Fakfak Torea Airport,FKQ,WASF,Indonesia,-2.92019,132.266998
Falfurrias Brooks County Airport,QTK,KBKS,United States,27.204731,-98.122398
Falkoping Airport,QUF,ESGK,Sweden,58.17226,13.590839
Fallon Municipal Airport,FLX,KFLX,United States,39.499397,-118.749176
Falls International Airport,INL,KINL,United States,48.565578,-93.4021
Falmouth Otis Air National Guard Base,FMH,KFMH,United States,41.657955,-70.521675
False Pass Airport,KFP,PAKF,United States,54.847511,-163.406952
Fangatau Airport,FGU,NTGB,French Polynesia,-15.820022,-140.886612
Farah Airport,FAH,OAFR,Afghanistan,32.365601,62.165138
Fareham Solent Airport,QKB,EGHF,United Kingdom,50.814758,-1.208131
Faresmaathoda Airport,FMT,VRQF,Maldives,0.192489,73.197182
Fargo Hector International Airport,FAR,KFAR,United States,46.92065,-96.815697
Faribault Municipal Airport,FBL,KFBL,United States,44.327831,-93.31144
Farmingdale Republic Airport,FRG,KFRG,United States,40.728889,-73.41333
Farmington Four Corners Regional Airport,FMN,KFMN,United States,36.741249,-108.228996
Farmington Regional Airport,FAM,KFAM,United States,37.761101,-90.428596
Farnborough Airport,FAB,EGLF,United Kingdom,51.275829,-0.77633
Faro Airport,FAO,LPFR,Portugal,37.015244,-7.971661
Fayetteville Drake Field Airport,FYV,KFYV,United States,36.005089,-94.169998
Fayetteville Municipal Airport,FYM,KFYM,United States,35.0597,-86.564003
Fayetteville Regional Airport,FAY,KFAY,United States,34.990002,-78.879997
Fehraltorf Speck Airport,QRZ,LSZK,Switzerland,47.375641,8.759306
Feijo Airport,FEJ,SWFJ,Brazil,-8.143962,-70.341949
Feira de Santana Airport,FEC,SDIY,Brazil,-12.200615,-38.906391
Fera Island Airport,FRE,AGGF,Solomon Islands,-8.107224,159.577148
Fergana International Airport,FEG,UZFF,Uzbekistan,40.358955,71.744804
Fergus Falls Municipal Airport,FFM,KFFM,United States,46.285618,-96.151375
Fernandina Beach Municipal Airport,QSB,KFHB,United States,30.61235,-81.462143
Fernando de Noronha Airport,FEN,SBFN,Brazil,-3.85492,-32.423302
Fertoszentmiklos Meidl Airport,QHF,LHFM,Hungary,47.582748,16.845503
Fes Saiss Airport,FEZ,GMFF,Morocco,33.927261,-4.97795
Figari Sud-Corse Airport,FSC,LFKF,France,41.50222,9.096667
Filadelfia Airport,FLM,SGFI,Paraguay,-22.359564,-60.054398
Fillmore Municipal Airport,FIL,KFOM,United States,38.958569,-112.362373
Findlay Airport,FDY,KFDY,United States,41.011944,-83.66861
Finke Airport,FIK,YFNE,Australia,-25.594353,134.583359
Fitchburg Municipal Airport,QTI,KFIT,United States,42.553902,-71.759102
Fitiuta Airport,FTI,NSFQ,American Samoa,-14.215848,-169.423996
Fitzroy Crossing Airport,FIZ,YFTZ,Australia,-18.1819,125.558998
Flagstaff Pulliam Airport,FLG,KFLG,United States,35.140308,-111.668999
Flensburg Schaferhaus Airport,FLF,EDXF,Germany,54.77195,9.378503
Flin Flon Airport,YFO,CYFO,Canada,54.678051,-101.681
Flinders Island Airport,FLS,YFLI,Australia,-40.095001,147.996674
Flint Bishop International Airport,FNT,KFNT,United States,42.96542,-83.743599
Flippin Marion County Regional Airport,FLP,KFLP,United States,36.290901,-92.590256
Flora Valley Airport,FVL,YFLO,Australia,-18.297848,128.456558
Florence Peretola Airport,FLR,LIRQ,Italy,43.809952,11.2051
Florence Regional Airport,FLO,KFLO,United States,34.18536,-79.723801
Florencia Gustavo Artunduaga Paredes Airport,FLA,SKFL,Colombia,1.588989,-75.563797
Flores Airport,FLW,LPFL,Portugal,39.455269,-31.1313
Flores Mundo Maya International Airport,FRS,MGMM,Guatemala,16.913811,-89.866302
Floriano Cangapara Airport,FLB,SNQG,Brazil,-6.846305,-43.077496
Florianopolis Hercilio Luz International Airport,FLN,SBFL,Brazil,-27.670401,-48.5471
Floro Airport,FRO,ENFL,Norway,61.583611,5.024722
Foggia Gino Lisa Airport,FOG,LIBF,Italy,41.432911,15.53502
Fond Du Lac Airport,ZFD,CZFD,Canada,59.334209,-107.18119
Fond du Lac County Airport,FLD,KFLD,United States,43.771198,-88.488403
Fontenay-le-Comte Airport,QFK,LFFK,France,46.440899,-0.793719
Forbes Airport,FRB,YFBS,Australia,-33.362652,147.927444
Forde Airport,FDE,ENBL,Norway,61.391109,5.756944
Forli Airport,FRL,LIPK,Italy,44.194752,12.07009
Formosa International Airport,FMA,SARF,Argentina,-26.2127,-58.2281
Forrest Airport,FOS,YFRT,Australia,-30.836773,128.112946
Forrest City Municipal Airport,FCY,KFCY,United States,34.941982,-90.774956
Forrestania Airport,QBF,YFTA,Australia,-32.582005,119.707741
Fort Albany Airport,YFA,CYFA,Canada,52.241669,-81.591667
Fort Belvoir Davison Army Airfield,DAA,KDAA,United States,38.715836,-77.182129
Fort Bridger Airport,FBR,KFBR,United States,41.392181,-110.406357
Fort Chipewyan Airport,YPY,CYPY,Canada,58.76722,-111.116997
Fort Collins Northern Colorado Regional Airport,FNL,KFNL,United States,40.45182,-105.011002
Fort Dodge Regional Airport,FOD,KFOD,United States,42.551189,-94.191803
Fort Eustis Felker Army Airfield,FAF,KFAF,United States,37.132519,-76.608826
Fort Frances Municipal Airport,YAG,CYAG,Canada,48.650002,-93.43
Fort Good Hope Airport,YGH,CYGH,Canada,66.240555,-128.645752
Fort Hope Airport,YFH,CYFH,Canada,51.559345,-87.897957
Fort Huachuca Sierra Vista Municipal Airport,FHU,KFHU,United States,31.58847,-110.344002
Fort Johnson Maks Army Airfield,POE,KPOE,United States,31.044645,-93.191597
Fort Lauderdale Executive Airport,FXE,KFXE,United States,26.197269,-80.1707
Fort Lauderdale Hollywood International Airport,FLL,KFLL,United States,26.07258,-80.152702
Fort Leavenworth Sherman Army Airfield,FLV,KFLV,United States,39.368362,-94.914658
Fort Liard Airport,YJF,CYJF,Canada,60.235302,-123.470375
Fort Liberty Pope Field,POB,KPOB,United States,35.170834,-79.014442
Fort Liberty Simmons Army Airfield,FBG,KFBG,United States,35.131908,-78.936401
Fort MacKay Albian Aerodrome,JHL,CAL4,Canada,57.2239,-111.418999
Fort MacKay Firebag Aerodrome,YFI,CYFI,Canada,57.275833,-110.976669
Fort MacKay Horizon Airport,HZP,CYNR,Canada,57.381668,-111.701111
Fort Madison Municipal Airport,FMS,KFSW,United States,40.658405,-91.32753
Fort McMurray Airport,YMM,CYMM,Canada,56.653332,-111.221001
Fort McPherson Airport,ZFM,CZFM,Canada,67.407387,-134.860855
Fort Meade Tipton Airport,FME,KFME,United States,39.088482,-76.753716
Fort Myers Page Field Airport,FMY,KFMY,United States,26.586611,-81.863197
Fort Nelson Airport,YYE,CYYE,Canada,58.83638,-122.596001
Fort Pierce Treasure Coast International Airport,FPR,KFPR,United States,27.4951,-80.368301
Fort Resolution Airport,YFR,CYFR,Canada,61.179855,-113.688019
Fort Scott Municipal Airport,FSK,KFSK,United States,37.798367,-94.769402
Fort Severn Airport,YER,CYER,Canada,56.0177,-87.677505
Fort Simpson Airport,YFS,CYFS,Canada,61.760151,-121.236511
Fort Smith Airport,YSM,CYSM,Canada,60.020271,-111.960999
Fort Smith Regional Airport,FSM,KFSM,United States,35.336578,-94.367401
Fort St. John Airport,YXJ,CYXJ,Canada,56.238049,-120.739998
Fort Stewart Midcoast Regional Airport,LIY,KLHW,United States,31.891504,-81.560844
Fort Stockton Pecos County Airport,FST,KFST,United States,30.914251,-102.917603
Fort Wayne International Airport,FWA,KFWA,United States,40.97847,-85.195099
Fort Wayne Smith Field Airport,SMD,KSMD,United States,41.143307,-85.153175
Fort Worth Alliance Airport,AFW,KAFW,United States,32.98,-97.309998
Fort Worth Meacham International Airport,FTW,KFTW,United States,32.819771,-97.362396
Fort Worth Spinks Airport,QNF,KFWS,United States,32.56435,-97.309662
Fort Yukon Airport,FYU,PFYU,United States,66.571487,-145.25
Fortaleza Pinto Martins International Airport,FOR,SBFZ,Brazil,-3.77628,-38.532501
Fortnum Airport,QBO,YFOR,Australia,-25.338013,118.377426
Fortuna Rohnerville Airport,QTO,KFOT,United States,40.553776,-124.132385
Foshan Shadi Airport,FUO,ZGFS,China,23.0825,113.070831
Foula Airport,FOA,EGFO,United Kingdom,60.122524,-2.053583
Foz do Iguacu International Airport,IGU,SBFI,Brazil,-25.5961,-54.487202
Franca Airport,FRC,SIMK,Brazil,-20.592199,-47.3829
Franceville Mvengue Airport,MVB,FOON,Gabon,-1.656,13.437837
Francisco Beltrao Airport,FBE,SSFB,Brazil,-26.059431,-53.063942
Francistown Phillip Gaonwe Matante International Airport,FRW,FBFT,Botswana,-21.1591,27.468296
Frankfort Capital City Airport,FFT,KFFT,United States,38.18,-84.900002
Frankfurt Airport,FRA,EDDF,Germany,50.037796,8.555783
Frankfurt Egelsbach Airport,QEF,EDFE,Germany,49.961109,8.643611
Frankfurt Hahn Airport,HHN,EDFH,Germany,49.948669,7.263892
Franklin Municipal John Beverly Rose Airport,FKN,KFKN,United States,36.700253,-76.902557
Franklin Venango Regional Airport,FKL,KFKL,United States,41.379166,-79.859718
Franz Josef Airport,WHO,NZFJ,New Zealand,-43.363503,170.134781
Frederick Municipal Airport,FDK,KFDK,United States,39.417599,-77.374298
Frederick Regional Airport,FDR,KFDR,United States,34.352001,-98.983902
Fredericton International Airport,YFC,CYFC,Canada,45.868881,-66.537201
Freeport Albertus Airport,FEP,KFEP,United States,42.244389,-89.581703
Freeport Grand Bahama International Airport,FPO,MYGF,Bahamas,26.55868,-78.695503
Freetown Lungi International Airport,FNA,GFLL,Sierra Leone,8.616444,-13.1954
Freiburg Airport,QCF,EDTF,Germany,48.022652,7.832583
Fremont Municipal Airport,FET,KFET,United States,41.448841,-96.521187
French Lick Municipal Airport,FRH,KFRH,United States,38.506214,-86.636841
Fresno Chandler Executive Airport,FCH,KFCH,United States,36.73214,-119.820335
Fresno Yosemite International Airport,FAT,KFAT,United States,36.776192,-119.718002
Fribourg Ecuvillens Airport,QYE,LSGE,Switzerland,46.755207,7.075892
Friday Harbor Airport,FRD,KFHR,United States,48.524807,-123.026497
Friedrichshafen Airport,FDH,EDNY,Germany,47.67131,9.511486
Front Royal Warren County Airport,FRR,KFRR,United States,38.917492,-78.254082
Fryeburg Eastern Slopes Regional Airport,FRY,KIZG,United States,43.9911,-70.947899
Fuerteventura Airport,FUE,GCFV,Spain,28.452709,-13.8637
Fujairah International Airport,FJR,OMFJ,United Arab Emirates,25.112221,56.323959
Fukue Airport,FUJ,RJFE,Japan,32.66626,128.832794
Fukui Airport,FKJ,RJNF,Japan,36.142799,136.223999
Fukuoka Airport,FUK,RJFF,Japan,33.585941,130.450607
Fukushima Airport,FKS,RJSF,Japan,37.227428,140.430603
Fullerton Municipal Airport,FUL,KFUL,United States,33.872013,-117.979782
Funadhoo Airport,FND,VRCF,Maldives,6.161111,73.287224
Funafuti International Airport,FUN,NGFU,Tuvalu,-8.525,179.196304
Funchal Cristiano Ronaldo Airport,FNC,LPMA,Portugal,32.69788,-16.774401
Futuna Airport,FTA,NVVF,Vanuatu,-19.515612,170.231995
Futuna Island Pointe Vele Airport,FUT,NLWF,Wallis And Futuna,-14.3113,-178.065994
Fuvahmulah Airport,FVM,VRMR,Maldives,-0.309444,73.432503
Fuyang Xiguan Airport,FUG,ZSFY,China,32.882156,115.734367
Fuyuan Dongji Airport,FYJ,ZYFY,China,48.199493,134.36644
Fuyun Koktokay Airport,FYN,ZWFY,China,46.804222,89.511978
Fuzhou Changle International Airport,FOC,ZSFZ,China,25.934599,119.663368
Fuzuli International Airport,FZL,UBBF,Azerbaijan,39.592281,47.19772
Gabes Matmata International Airport,GAE,DTTG,Tunisia,33.734165,9.921366
Gaborone Sir Seretse Khama International Airport,GBE,FBSK,Botswana,-24.555201,25.9182
Gachsaran Airport,GCH,OIAH,Iran,30.336399,50.831657
Gadsden Northeast Alabama Regional Airport,GAD,KGAD,United States,33.972755,-86.086014
Gafsa Ksar International,GAF,DTTF,Tunisia,34.422977,8.823748
Gainesville Lee Gilmer Memorial Airport,GVL,KGVL,United States,34.273369,-83.831322
Gainesville Municipal Airport,GLE,KGLE,United States,33.651402,-97.196999
Gainesville Regional Airport,GNV,KGNV,United States,29.69005,-82.271698
Gaithersburg Montgomery County Airpark,GAI,KGAI,United States,39.168331,-77.166
Galcaio Airport,GLK,HCMR,Somalia,6.780833,47.45472
Galena Airport,GAL,PAGA,United States,64.73616,-156.936996
Galesburg Municipal Airport,GBG,KGBG,United States,40.938244,-90.431274
Galion Municipal Airport,GQQ,KGQQ,United States,40.753708,-82.723289
Gallatin Music City Executive Airport,QSX,KXNX,United States,36.374924,-86.408386
Gallivare Lapland Airport,GEV,ESNG,Sweden,67.132401,20.814631
Gallup Municipal Airport,GUP,KGUP,United States,35.511112,-108.786667
Galveston Scholes International Airport,GLS,KGLS,United States,29.265329,-94.860397
Galway Airport,GWY,EICM,Ireland,53.30024,-8.94115
Gambela Airport,GMB,HAGM,Ethiopia,8.128764,34.563129
Gambell Airport,GAM,PAGM,United States,63.766762,-171.731995
Gameti Rae Lakes Airport,YRA,CEV4,Canada,64.116798,-117.311386
Gan International Airport,GAN,VRMG,Maldives,-0.693333,73.155556
Gander International Airport,YQX,CYQX,Canada,48.936939,-54.568001
Ganderkesee Airport,QCQ,EDWQ,Germany,53.036091,8.505381
Ganges Seaplane Base,YGG,CAX6,Canada,48.8545,-123.496902
Ganja International Airport,GNJ,UBBG,Azerbaijan,40.737778,46.317501
Ganzhou Huangjin Airport,KOW,ZSGZ,China,25.851667,114.776665
Gao International Airport,GAQ,GAGO,Mali,16.24843,-0.00545
Gap Tallard Airport,GAT,LFNA,France,44.455002,6.03778
Gapuwiyak Lake Evella Airport,LEL,YLEV,Australia,-12.497978,135.806122
Garanhuns Airport,QGP,SNGN,Brazil,-8.83428,-36.4716
Garden City Regional Airport,GCK,KGCK,United States,37.927521,-100.723999
Garden Point Airport,GPN,YGPT,Australia,-11.399808,130.42543
Garissa Airport,GAS,HKGA,Kenya,-0.4635,39.648289
Garoua International Airport,GOU,FKKR,Cameroon,9.335892,13.3701
Garowe Airport,GGR,HCMW,Somalia,8.460833,48.572224
Garze Gesar Airport,GZG,ZUGZ,China,31.7575,99.554169
Gasan Marinduque Airport,MRQ,RPUW,Philippines,13.361,121.825996
Gascoyne Junction Airport,GSC,YGSC,Australia,-25.054697,115.202751
Gaspe Airport,YGP,CYGP,Canada,48.775269,-64.4786
Gatineau Ottawa Executive Airport,YND,CYND,Canada,45.52169,-75.563499
Gavle Airport,GVX,ESSK,Sweden,60.5933,16.951401
Gaya Airport,GAY,VEGY,India,24.744301,84.951172
Gaylord Regional Airport,GLR,KGLR,United States,45.009998,-84.699997
Gayndah Airport,GAH,YGAY,Australia,-25.615871,151.620605
Gaziantep Oguzeli Airport,GZT,LTAJ,Turkey,36.947182,37.47868
Gazipasa Airport,GZP,LTFG,Turkey,36.299,32.299999
Gbadolite Airport,BDT,FZFD,Democratic Republic Of The Congo,4.252136,20.9732
Gdansk Lech Walesa Airport,GDN,EPGD,Poland,54.376484,18.47064
Gdynia Kosakowo Airport,QPO,EPOK,Poland,54.579674,18.517136
Geilenkirchen Air Base,GKE,ETNG,Germany,50.960865,6.042386
Geita Airport,GIT,HTGE,Tanzania,-2.81946,32.173588
Gelendzhik Airport,GDZ,URKG,Russia,44.582745,38.013233
Gelephu Airport,GLU,VQGP,Bhutan,26.88348,90.465965
Gelnhausen Airport,QJG,EDFG,Germany,50.197021,9.168713
Gemena Airport,GMA,FZFK,Democratic Republic Of The Congo,3.235455,19.770971
Genderkingen Donauworth Airport,QMQ,EDMQ,Germany,48.702999,10.85152
Geneina Airport,EGN,HSCN,Sudan,13.48166,22.46722
General Pico Airport,GPO,SAZG,Argentina,-35.695972,-63.758301
General Santos International Airport,GES,RPMR,Philippines,6.058056,125.096107
Geneva International Airport,GVA,LSGG,Switzerland,46.23806,6.10895
Genoa Cristoforo Colombo Airport,GOA,LIMJ,Italy,44.41333,8.8375
George Airport,GRJ,FAGG,South Africa,-34.005501,22.37888
George Town Airport,GEE,YGTO,Australia,-41.079468,146.839249
George Town Exuma International Airport,GGT,MYEF,Bahamas,23.56263,-75.877899
George Town Owen Roberts International Airport,GCM,MWCR,Cayman Islands,19.29277,-81.357697
Georgetown Airport,GTT,YGTN,Australia,-18.302717,143.530777
Georgetown Cheddi Jagan International Airport,GEO,SYCJ,Guyana,6.498553,-58.254101
Georgetown County Airport,GGE,KGGE,United States,33.311699,-79.319603
Georgetown Delaware Coastal Airport,GED,KGED,United States,38.688332,-75.357498
Georgetown Eugene F. Correira International Airport,OGL,SYEC,Guyana,6.807733,-58.105209
Georgetown Municipal Airport,QTG,KGTU,United States,30.677477,-97.678467
Geraldton Airport,GET,YGEL,Australia,-28.796078,114.702049
Geraldton Greenstone Regional Airport,YGQ,CYGQ,Canada,49.778332,-86.9394
Gettysburg Regional Airport,GTY,KW05,United States,39.84269,-77.272598
Ghardaia Noumerate Airport,GHA,DAUG,Algeria,32.384102,3.794114
Ghat Airport,GHT,HLGT,Libya,25.145559,10.14264
Ghaziabad Hindon Airport,HDO,VIDX,India,28.707708,77.359734
Gibb River Airport,GBV,YGIB,Australia,-16.41869,126.445473
Gibraltar Airport,GIB,LXGB,Gibraltar,36.151211,-5.34966
Giebelstadt Airport,GHF,EDQG,Germany,49.648056,9.966389
Giessen Lutzellinden Airport,QJL,EDFL,Germany,50.544254,8.59045
Gilgit Airport,GIL,OPGT,Pakistan,35.918781,74.333641
Gillam Airport,YGX,CYGX,Canada,56.358051,-94.708
Gillette Campbell County Airport,GCC,KGCC,United States,44.347275,-105.541397
Gillies Bay Airport,YGB,CYGB,Canada,49.693893,-124.517624
Ginbata Airport,GBW,YGIA,Australia,-22.5816,120.036255
Girardot Santiago Vila Airport,GIR,SKGI,Colombia,4.276165,-74.79612
Girona Costa Brava Airport,GRO,LEGE,Spain,41.900959,2.760547
Gisborne Airport,GIS,NZGS,New Zealand,-38.6633,177.978302
Giza Sphinx International Airport,SPX,HESX,Egypt,30.109722,30.894444
Gizo Nusatupe Airport,GZO,AGGN,Solomon Islands,-8.09777,156.863602
Gjoa Haven Airport,YHK,CYHK,Canada,68.635551,-95.849701
Gjogur Airport,GJR,BIGJ,Iceland,65.9953,-21.3269
Gladstone Airport,GLT,YGLA,Australia,-23.871469,151.223511
Glasgow Airport,GGW,KGGW,United States,48.212776,-106.615555
Glasgow International Airport,GLA,EGPF,United Kingdom,55.871941,-4.43305
Glasgow Municipal Airport,GLW,KGLW,United States,37.031696,-85.953873
Glasgow Prestwick Airport,PIK,EGPK,United Kingdom,55.507862,-4.590222
Glen Innes Airport,GLI,YGLI,Australia,-29.673786,151.689911
Glendale Luke Air Force Base,LUF,KLUF,United States,33.534325,-112.381676
Glendale Municipal Airport,QSU,KGEU,United States,33.527115,-112.294991
Glengyle Airport,GLG,YGLE,Australia,-24.799028,139.596695
Glens Falls Floyd Bennett Memorial Airport,GFL,KGFL,United States,43.341202,-73.610298
Gliwice Airport,QPW,EPGL,Poland,50.269943,18.672209
Gloucester Gloucestershire Airport,GLO,EGBJ,United Kingdom,51.894161,-2.16722
Goa Dabolim Airport,GOI,VOGO,India,15.380789,73.832108
Goa Manohar International Airport,GOX,VOGA,India,15.744402,73.860626
Goba Robe Airport,GOB,HAGB,Ethiopia,7.119172,40.045189
Gobabis Airport,GOG,FYGB,Namibia,-22.505907,18.971233
Gode Airport,GDE,HAGO,Ethiopia,5.935128,43.578568
Gods Lake Narrows Airport,YGO,CYGO,Canada,54.557701,-94.491173
Gods River Airport,ZGI,CZGI,Canada,54.839142,-94.079651
Goiana Presidente Itamar Franco Airport,IZA,SBZM,Brazil,-21.513016,-43.172714
Goiania Santa Genoveva Airport,GYN,SBGO,Brazil,-16.632,-49.2206
Gold Coast Airport,OOL,YBCG,Australia,-28.165602,153.5065
Golden Grove Airport,QBG,YGGE,Australia,-28.764397,116.971817
Golden Triangle Regional Airport,GTR,KGTR,United States,33.450329,-88.591301
Goldsboro Seymour Johnson Air Force Base,GSB,KGSB,United States,35.339417,-77.960342
Golfito Airport,GLF,MRGF,Costa Rica,8.653775,-83.180496
Golmud Airport,GOQ,ZLGM,China,36.4006,94.786102
Golog Maqin Airport,GMQ,ZLGL,China,34.415833,100.311111
Golovin Airport,GLV,PAGL,United States,64.550499,-163.007004
Goma International Airport,GOM,FZNA,Democratic Republic Of The Congo,-1.67081,29.238461
Gombe Lawanti International Airport,GMO,DNGO,Nigeria,10.298056,10.898889
Gomel Airport,GME,UMGG,Belarus,52.52702,31.016689
Gondar Airport,GDQ,HAGN,Ethiopia,12.5199,37.43404
Gondia Airport,GDB,VAGD,India,21.524944,80.288483
Gonzales Louisiana Regional Airport,QDG,KREG,United States,30.173285,-90.94075
Gooding Municipal Airport,GNG,KGNG,United States,42.917191,-114.764923
